timestamp,src_ip,dst_ip,src_port,dst_port,protocol,length
1733242348.440443,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242348.691637,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242348.691671,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242348.927496,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242348.927528,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242349.179720,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242349.179751,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242349.426986,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242349.427017,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242349.670828,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242349.670868,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242349.903161,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242349.903194,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242350.163253,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242350.163298,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242350.414907,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242350.414939,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242350.667983,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242350.668031,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242350.911461,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242350.911487,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242351.155059,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242351.155091,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242351.415161,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242351.415196,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242351.651648,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242351.651693,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242351.903177,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242351.903202,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242352.147569,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242352.147593,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242352.419599,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242352.419632,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242352.659102,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242352.659133,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242352.891221,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242352.891294,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242353.131397,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242353.131429,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242353.366779,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242353.366814,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242353.622896,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242353.622927,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242353.878976,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242353.879007,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242354.115856,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242354.115890,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242354.351399,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242354.351431,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242354.599506,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242354.599538,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242354.843010,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242354.843056,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242355.088312,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242355.088360,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242355.342900,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242355.342984,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242355.591368,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242355.591394,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242355.847411,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242355.847443,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242356.087376,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242356.087406,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242356.335939,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242356.335975,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242356.603663,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242356.603698,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242356.867359,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242356.867392,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242357.120528,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242357.120561,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242357.423511,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242357.423547,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242357.678113,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242357.678156,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242357.935256,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242357.935291,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242358.171015,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242358.171054,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242358.431223,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242358.431264,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242358.670690,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242358.670722,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242358.923140,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242358.923174,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242359.191066,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242359.191103,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242359.454889,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242359.454921,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242359.710441,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242359.710476,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242359.959099,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242359.959138,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242360.203443,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242360.203467,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242360.442786,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242360.442822,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242360.678702,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242360.678732,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242360.922801,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242360.922836,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242361.163801,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242361.163835,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242361.422739,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242361.422769,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242361.673156,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242361.673187,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242361.927001,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242361.927037,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242362.175360,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242362.175396,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242362.415124,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242362.415170,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242362.662703,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242362.662735,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242362.903438,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242362.903476,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242363.152617,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242363.152651,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242363.402838,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242363.402873,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242363.655041,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242363.655074,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242363.894835,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242363.894871,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242364.139352,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242364.139384,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242364.391602,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242364.391635,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242364.635161,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242364.635204,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242364.875963,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242364.875998,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242365.118873,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242365.118905,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242365.374667,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242365.374698,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242365.635472,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242365.635508,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242365.867481,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242365.867517,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242366.123017,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242366.123052,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242366.358647,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242366.358679,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242366.615054,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242366.615096,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242366.851341,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242366.851372,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242367.090825,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242367.090857,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242367.334835,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242367.334868,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242367.594589,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242367.594622,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242367.838746,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242367.838778,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242368.088203,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242368.088239,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242368.334643,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242368.334674,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242368.579149,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242368.579182,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242368.835425,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242368.835457,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242369.091651,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242369.091678,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242369.347300,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242369.347335,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242369.594733,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242369.594774,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242369.839415,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242369.839450,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242370.088763,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242370.088795,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242370.380038,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242370.380071,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242370.627011,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242370.627039,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242370.874870,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242370.874906,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242371.139263,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242371.139300,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242371.391759,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242371.391796,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242371.639105,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242371.639136,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242371.886818,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242371.886862,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242372.127048,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242372.127084,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242372.372375,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242372.372409,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242372.607134,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242372.607166,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242372.847336,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242372.847368,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242373.096032,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242373.096062,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242373.331141,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242373.331176,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242373.591445,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242373.591480,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242373.839824,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242373.839859,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242374.094751,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242374.094789,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242374.342865,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242374.342897,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242374.582957,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242374.582992,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242374.815423,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242374.815460,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242375.062897,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242375.062931,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242375.311322,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242375.311370,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242375.559527,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242375.559558,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242375.815365,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242375.815401,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242376.055345,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242376.055381,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242376.298912,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242376.298943,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242376.559855,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242376.559888,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242376.803889,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242376.803924,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242377.059443,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242377.059500,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242377.323014,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242377.323049,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242377.559510,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242377.559541,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242377.819287,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242377.819319,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242378.154560,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242378.154594,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242378.403383,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242378.403419,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242378.665394,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242378.665426,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242378.926791,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242378.926823,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242379.288355,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242379.288396,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242379.538998,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242379.539029,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242379.790990,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242379.791024,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242380.050705,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242380.050737,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242380.295011,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242380.295044,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242380.535086,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242380.535118,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242380.775819,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242380.775850,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242381.022913,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242381.022944,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242381.271457,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242381.271492,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242381.515858,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242381.515893,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242381.770801,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242381.770836,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242382.039312,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242382.039348,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242382.283027,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242382.283070,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242382.548915,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242382.548951,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242382.790754,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242382.790786,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242383.031964,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242383.031999,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242383.279526,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242383.279559,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242383.574742,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242383.574774,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242383.819075,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242383.819120,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242384.075195,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242384.075231,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242384.321063,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242384.321098,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242384.566850,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242384.566882,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242384.826918,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242384.826955,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242385.087733,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242385.087765,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242385.336201,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242385.336232,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242385.582707,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242385.582733,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242385.835010,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242385.835046,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242386.084539,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242386.084575,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242386.329391,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242386.329426,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242386.576653,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242386.576688,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242386.811303,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242386.811333,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242387.063317,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242387.063358,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242387.323807,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242387.323841,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242387.559058,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242387.559087,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242387.795336,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242387.795372,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242388.042763,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242388.042794,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242388.300276,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242388.300307,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242388.555499,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242388.555534,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242388.807987,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242388.808024,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242389.066987,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242389.067021,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242389.319363,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242389.319394,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242389.580536,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242389.580571,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242389.823823,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242389.823865,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242390.066847,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242390.066879,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242390.299957,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242390.299997,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242390.555426,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242390.555461,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242390.808875,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242390.808910,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242391.055734,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242391.055767,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242391.310762,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242391.310793,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242391.551527,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242391.551570,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242391.806757,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242391.806788,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242392.084186,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242392.084234,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242392.327465,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242392.327501,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242392.575471,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242392.575506,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242392.806726,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242392.806757,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242393.070751,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242393.070781,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242393.310624,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242393.310655,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242393.550944,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242393.550975,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242393.810884,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242393.810916,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242394.063133,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242394.063176,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242394.303681,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242394.303723,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242394.559459,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242394.559491,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242394.807778,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242394.807810,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242395.043092,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242395.043123,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242395.299006,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242395.299037,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242395.624317,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242395.624339,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242395.871123,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242395.871158,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242396.116128,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242396.116153,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242396.371637,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242396.371673,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242396.628355,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242396.628387,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242396.916126,10.0.0.1,10.0.0.2,20.0,80.0,6,54
1733242396.916162,10.0.0.2,10.0.0.1,80.0,20.0,6,54
1733242397.167527,10.0.0.1,10.0.0.2,20.0,80.0,6,54
